        11         11      95398
        12         12      31112
        12         12      44501
        12         12      46820
        12         12      72976
        12         12      96825
        13         13       8347
        13         13      47420
        13         13      73735
        13         13      74096
        13         13      83602
        13         13      95677
        14         14       1909
        14         14       4818
        14         14       8329
        14         14      28229
        14         14      37563
        14         14      40098
        14         14      45720
        14         14      64405
        14         14      70928
        14         14      77158
        14         14      79449
        14         14      85889
        14         14      98246
        14         14      98717
        15         15       5413
        15         15      12438
        15         15      22422
        15         15      26954
        15         15      39359
        15         15      43964
        15         15      45144
        15         15      46328
        15         15      47041
        15         15      57515
        15         15      59723
        15         15      66582
        15         15      73514
        15         15      77395
        15         15      88356
        15         15      94284
        15         15      95905
        16         16       6080
        16         16      14148
        16         16      24918
        16         16      37321
        16         16      44776
        16         16      54782
        16         16      98129
        17         17       3040
        17         17      17608
        17         17      20643
        17         17      73735
        17         17      83602
        17         17      88940
        18         18        192
        18         18       2595
        18         18       3148
        18         18       4766
        18         18      20643
        18         18      22422
        18         18      27332
        18         18      34032
        18         18      49210
        18         18      51412
        18         18      59723
        18         18      73514
        18         18      74813
        18         18      79449
        18         18      88356
        18         18      88955
        18         18      94166
        19         19       1909
        19         19      15064
        19         19      22174
        19         19      35769
        19         19      89680
        20         20       7964
        20         20      20267
        20         20      32107
        20         20      70932
        20         20      75605
        20         20      76463
        21         21       5098
        21         21      11107
        21         21      26961
        21         21      30417
        21         21      36743
        21         21      45518
        21         21      49239
        21         21      62788
        21         21      65554
        21         21      70751
        21         21      71941
        21         21      77739
        21         21      78824
        21         21      87815
        22         22       1909
        22         22      12305
        22         22      22054
        22         22      33184
        22         22      40943
        22         22      53488
        22         22      57166
        22         22      69577
        22         22      70974
        22         22      76764
        22         22      80245
        22         22      82052
        23         23       6080
        23         23      14148
        23         23      24918
        23         23      28827
        23         23      37321
        23         23      44776
        23         23      46304
        23         23      54782
        23         23      72374
        23         23      79533
        23         23      83551
        23         23      96151
        23         23      98129
        24         24       1989
        24         24      20459
        24         24      32055
        24         24      47574
        24         24      48615
        24         24      60362
        24         24      69131
        24         24      82414
        24         24      87369
        24         24      88998
        24         24      93997
        24         24      94166
        24         24      99158
        25         25       4110
        25         25      12438
        25         25      25387
        25         25      26954
        25         25      30032
        25         25      39359
        25         25      65606
        25         25      72468
        25         25      77395
        25         25      83011
        25         25      94284
        25         25      95905
        26         26       2849
        26         26      14099
        26         26      22816
        26         26      32514
        26         26      38483
        26         26      44316
        26         26      44667
        26         26      52378
        27         27       1909
        27         27      12305
        27         27      12438
        27         27      25387
        27         27      26954
        27         27      28229
        27         27      37096
        27         27      53488
        27         27      66582
        27         27      69577
        27         27      82052
        27         27      94284
        27         27      95905
        28         28       1989
        28         28      18621
        28         28      32055
        28         28      42419
        28         28      43112
        28         28      60362
        28         28      65052
        28         28      87369
        28         28      88208
        29         29       3953
        29         29       7190
        29         29       8096
        29         29      12438
        29         29      24746
        29         29      34560
        29         29      51657
        29         29      72695
        29         29      88631
        29         29      92490
        29         29      94166
        29         29      95398
        29         29      95905
        29         29      99158
        30         30      19953
        30         30      42814
        30         30      60429
        31         31       2228
        31         31      21934
        31         31      33193
        31         31      36474
        31         31      52460
        31         31      55047
        31         31      56699
        31         31      62393
        31         31      84472
        31         31      92198
        32         32       6080
        32         32      14148
        32         32      21396
        32         32      24918
        32         32      37321
        32         32      44776
        32         32      54782
        32         32      61992
        32         32      65382
        32         32      98129
        33         33      47977
        33         33      63736
        33         33      64268
        33         33      94857
        33         33      99858
        34         34       6654
        34         34      29975
        34         34      33820
        34         34      65810
        34         34      67131
        34         34      73568
        34         34      79869
        34         34      85303
        34         34      87208
        34         34      94787
        35         35       7190
        35         35      12305
        35         35      24746
        35         35      51657
        35         35      88631
        35         35      92490
        35         35      95398
        36         36        192
        36         36       2595
        36         36       3148
        36         36       5413
        36         36      19953
        36         36      27332
        36         36      34032
        36         36      42814
        36         36      45144
        36         36      46471
        36         36      47041
        36         36      60429
        36         36      74813
        37         37        673
        37         37      10657
        37         37      42814
        37         37      60429
        37         37      77766
        37         37      88118
        37         37      92706
        38         38      11096
        38         38      23719
        38         38      30498
        38         38      40943
        38         38      71941
        39         39      63736
        39         39      64268
        39         39      94857
        40         40      22422
        40         40      59723
        40         40      73514
        40         40      88356
        41         41       1518
        41         41       6080
        41         41       6828
        41         41      14148
        41         41      18042
        41         41      24918
        41         41      37321
        41         41      44776
        41         41      51405
        41         41      54782
        41         41      90112
        41         41      90703
        41         41      98129
        42         42      28827
        42         42      46304
        42         42      70328
        42         42      83551
        42         42      96151
        43         43        216
        43         43      11496
        43         43      19953
        43         43      26328
        43         43      27228
        43         43      38700
        43         43      42814
        43         43      48927
        43         43      60429
        43         43      71952
        43         43      80479
        44         44       4110
        44         44      26134
        44         44      30032
        44         44      57515
        44         44      60732
        44         44      64405
        44         44      65606
        44         44      74524
        44         44      79449
        44         44      83011
        45         45       1909
        45         45       1952
        45         45       7551
        45         45      12081
        45         45      15276
        45         45      21362
        45         45      22422
        45         45      28229
        45         45      49759
        45         45      78422
        45         45      78702
        45         45      89643
        46         46       5098
        46         46      15064
        46         46      19953
        46         46      22422
        46         46      32504
        46         46      35716
        46         46      35769
        46         46      42814
        46         46      47892
        46         46      59723
        46         46      60429
        46         46      62656
        46         46      65169
        46         46      69418
        46         46      73514
        46         46      88356
        47         47        673
        47         47      10657
        47         47      19164
        47         47      77766
        47         47      83551
        47         47      88118
        47         47      88419
        47         47      89972
        48         48       7177
        48         48       8969
        48         48      19164
        48         48      25747
        48         48      54502
        48         48      75290
        48         48      83551
        48         48      88419
        48         48      89972
        49         49       8347
        49         49       8721
        49         49      15064
        49         49      35769
        49         49      47420
        49         49      66529
        49         49      67940
        49         49      69418
        49         49      73735
        49         49      74096
        49         49      83602
        49         49      88940
        50         50       2555
        50         50       4110
        50         50      14749
        50         50      30032
        50         50      51239
        50         50      65606
        50         50      72468
        50         50      83011
        51         51      10413
        51         51      60042
        51         51      83249
        51         51      86958
        52         52       1952
        52         52       7190
        52         52       7551
        52         52      12305
        52         52      22422
        52         52      24746
        52         52      51657
        52         52      78422
        52         52      88631
        52         52      89643
        52         52      95398
        53         53       5098
        53         53      10297
        53         53      30009
        53         53      32504
        53         53      47892
        53         53      65382
        53         53      96057
        54         54       5098
        54         54       6492
        54         54      11107
        54         54      20643
        54         54      22174
        54         54      30417
        54         54      43143
        54         54      43420
        54         54      43976
        54         54      49799
        54         54      67811
        54         54      73442
        54         54      78824
        54         54      79079
        54         54      89680
        54         54      91652
        54         54      94166
        54         54      96347
        54         54      99106
        55         55       7190
        55         55       9068
        55         55      12305
        55         55      24746
        55         55      51657
        55         55      88631
        55         55      88998
        55         55      92490
        55         55      95398
        56         56       4110
        56         56       8347
        56         56      25177
        56         56      30032
        56         56      38681
        56         56      47420
        56         56      65606
        56         56      72468
        56         56      73735
        56         56      74096
        56         56      83011
        56         56      83602
        56         56      88940
        57         57       8721
        57         57      19135
        57         57      40943
        57         57      51405
        57         57      66529
        57         57      67940
        57         57      83045
        58         58      20938
        58         58      38213
        58         58      68454
        58         58      80419
        59         59      10413
        59         59      14791
        59         59      15398
        59         59      15755
        59         59      17608
        59         59      25493
        59         59      31717
        59         59      56631
        59         59      60042
        59         59      62583
        59         59      69956
        59         59      78656
        59         59      83249
        59         59      86958
        59         59      97705
        60         60       2555
        60         60      12305
        60         60      14749
        60         60      19953
        60         60      42814
        60         60      51239
        60         60      53488
        60         60      60429
        60         60      69577
        60         60      82052
        61         61       1294
        61         61       5550
        61         61       7300
        61         61      25564
        61         61      30028
        61         61      30398
        61         61      60385
        61         61      79500
        62         62       3668
        62         62       4110
        62         62       9394
        62         62      16706
        62         62      26049
        62         62      30032
        62         62      49759
        62         62      63626
        62         62      65606
        62         62      72468
        62         62      83011
        62         62      85712
        63         63       8329
        63         63      40098
        63         63      45720
        63         63      60123
        63         63      63457
        63         63      73518
        64         64        673
        64         64       2595
        64         64       3148
        64         64      10657
        64         64      27332
        64         64      34032
        64         64      51412
        64         64      74813
        64         64      77766
        64         64      88118
        65         65       5185
        65         65      10109
        65         65      23040
        65         65      23473
        65         65      24554
        65         65      25204
        65         65      45937
        65         65      72358
        65         65      99941
        66         66      16893
        66         66      19164
        66         66      26134
        66         66      57515
        66         66      60732
        66         66      66120
        66         66      74524
        66         66      80479
        66         66      83551
        66         66      85099
        66         66      88419
        66         66      89972
        67         67        281
        67         67      10413
        67         67      15755
        67         67      17441
        67         67      31717
        67         67      35868
        67         67      53494
        67         67      59820
        67         67      60042
        67         67      62583
        67         67      72684
        67         67      78656
        67         67      83249
        67         67      86958
        67         67      92121
        68         68       8347
        68         68      10413
        68         68      15755
        68         68      19135
        68         68      31717
        68         68      33184
        68         68      40943
        68         68      47420
        68         68      60042
        68         68      70974
        68         68      73735
        68         68      74096
        68         68      78656
        68         68      80245
        68         68      83602
        68         68      85640
        68         68      86958
        68         68      88940
        69         69       2452
        69         69      24889
        69         69      56965
        69         69      63457
        70         70       4553
        70         70       6492
        70         70      22058
        70         70      24930
        70         70      26978
        70         70      60123
        70         70      68651
        70         70      73518
        70         70      76566
        71         71       4387
        71         71      40265
        71         71      77561
        71         71      85532
        71         71      94183
        72         72       5098
        72         72      10297
        72         72      30009
        72         72      32504
        72         72      47892
        72         72      65382
        72         72      96057
        73         73       4110
        73         73      22422
        73         73      30032
        73         73      59723
        73         73      65606
        73         73      72468
        73         73      73514
        73         73      88356
        74         74       1518
        74         74       6828
        74         74      18042
        74         74      51405
        74         74      90703
        75         75       4818
        75         75      12056
        75         75      43143
        75         75      47247
        75         75      59928
        75         75      64405
        75         75      68539
        75         75      76069
        75         75      76464
        75         75      77158
        75         75      93794
        75         75      98246
        76         76       1909
        76         76      20459
        76         76      28229
        76         76      47574
        76         76      48615
        76         76      69131
        76         76      82414
        76         76      88998
        76         76      93997
        77         77       8347
        77         77      31069
        77         77      31178
        77         77      47420
        77         77      53512
        77         77      73735
        77         77      74096
        77         77      83602
        77         77      87369
        77         77      88940
        78         78        216
        78         78       7300
        78         78      11496
        78         78      33056
        78         78      36606
        78         78      42246
        78         78      48927
        78         78      56984
        78         78      66646
        78         78      80479
        78         78      89891
        79         79        189
        79         79       5098
        79         79      10297
        79         79      11707
        79         79      30009
        79         79      32504
        79         79      45550
        79         79      47892
        79         79      48818
        79         79      48888
        79         79      52078
        79         79      65382
        79         79      96057
        80         80       6080
        80         80      14148
        80         80      19135
        80         80      23515
        80         80      24918
        80         80      37321
        80         80      40943
        80         80      44776
        80         80      54782
        80         80      85640
        80         80      98129
        81         81       7190
        81         81      12305
        81         81      24746
        81         81      51657
        81         81      88631
        81         81      92490
        81         81      95398
        82         82      12081
        82         82      15276
        82         82      21362
        82         82      23473
        82         82      25204
        82         82      45937
        82         82      49759
        82         82      57515
        82         82      60732
        82         82      74524
        82         82      78702
        83         83       5804
        83         83      17441
        83         83      35868
        83         83      44316
        83         83      53494
        83         83      59820
        83         83      76034
        83         83      79881
        83         83      83375
        83         83      92121
        84         84       1909
        84         84       5413
        84         84      23473
        84         84      25204
        84         84      28229
        84         84      45144
        84         84      45937
        84         84      46471
        84         84      47041
        85         85      21934
        85         85      33056
        85         85      36474
        85         85      36606
        85         85      40335
        85         85      42246
        85         85      45837
        85         85      56984
        85         85      62393
        85         85      73667
        85         85      89891
        85         85      92198
        85         85      96718
        86         86       6080
        86         86      14148
        86         86      24918
        86         86      37321
        86         86      44776
        86         86      54782
        86         86      98129
        87         87       1952
        87         87       7551
        87         87       8096
        87         87      22422
        87         87      34560
        87         87      72695
        87         87      89643
        88         88       3953
        88         88       6548
        88         88       7094
        88         88       8347
        88         88      10598
        88         88      21809
        88         88      30586
        88         88      36743
        88         88      43976
        88         88      47420
        88         88      51405
        88         88      60048
        88         88      73735
        88         88      74096
        88         88      83602
        88         88      88940
        89         89       7964
        89         89      20267
        89         89      32107
        89         89      46032
        89         89      47977
        89         89      63736
        89         89      64268
        89         89      70932
        89         89      75605
        89         89      76463
        89         89      82229
        89         89      94857
        89         89      99858
        90         90       4387
        90         90       4553
        90         90       9068
        90         90      19953
        90         90      24930
        90         90      26978
        90         90      40265
        90         90      42814
        90         90      60429
        90         90      60842
        90         90      68651
        90         90      83499
        90         90      85303
        90         90      88998
        90         90      92706
        90         90      94183
        90         90      96802
        91         91       5804
        91         91      19135
        91         91      23515
        91         91      40943
        91         91      44316
        91         91      47599
        91         91      76034
        91         91      79881
        91         91      81885
        91         91      83375
        91         91      83551
        91         91      85640
        91         91      96958
        92         92       6080
        92         92       8721
        92         92      14148
        92         92      24918
        92         92      37321
        92         92      44776
        92         92      54782
        92         92      67940
        92         92      98129
        93         93       1909
        93         93      26134
        93         93      28229
        93         93      37096
        93         93      48693
        93         93      54782
        93         93      57515
        93         93      60732
        93         93      61144
        93         93      74524
        93         93      96328
        94         94      12438
        94         94      25387
        94         94      26954
        94         94      33056
        94         94      36606
        94         94      42246
        94         94      56984
        94         94      59928
        94         94      66582
        94         94      76069
        94         94      89891
        94         94      94284
        94         94      95905
        95         95       2849
        95         95       5098
        95         95      14099
        95         95      22816
        95         95      26961
        95         95      30417
        95         95      32514
        95         95      38483
        95         95      44316
        95         95      44667
        95         95      45518
        95         95      49239
        95         95      52378
        95         95      60003
        95         95      65554
        95         95      74676
        95         95      77739
        95         95      78824
        95         95      87815
        96         96       2345
        96         96       8347
        96         96       8459
        96         96      26822
        96         96      47420
        96         96      57515
        96         96      73735
        96         96      74096
        96         96      83602
        96         96      88940
        97         97       3421
        97         97       7190
        97         97      12305
        97         97      24746
        97         97      37096
        97         97      48693
        97         97      51657
        97         97      56942
        97         97      66703
        97         97      84426
        97         97      88631
        97         97      90755
        97         97      92490
        97         97      95398
        97         97      98933
        98         98       6080
        98         98      14148
        98         98      20643
        98         98      24918
        98         98      37321
        98         98      44776
        98         98      54782
        98         98      98129
        99         99      11107
        99         99      31112
        99         99      43143
        99         99      43976
        99         99      44501
        99         99      46820
        99         99      47247
        99         99      60048
        99         99      72976
        99         99      76464
        99         99      96825
       100        100      26822
       100        100      31112
       100        100      44501
       100        100      46820
       100        100      47977
       100        100      57515
       100        100      63736
       100        100      64268
       100        100      72976
       100        100      94857
       100        100      96825
       100        100      99858
       101        101       7207
       101        101       8347
       101        101      26134
       101        101      47420
       101        101      50577
       101        101      57515
       101        101      60732
       101        101      69839
       101        101      73735
       101        101      74096
       101        101      74524
       101        101      81885
       101        101      83602
       101        101      88940
       102        102       7177
       102        102       8969
       102        102      12438
       102        102      25747
       102        102      54502
       102        102      75290
       102        102      89891
       102        102      94166
       102        102      99158
       103        103       3421
       103        103       7964
       103        103      13279
       103        103      20267
       103        103      26498
       103        103      32107
       103        103      46032
       103        103      58963
       103        103      69131
       103        103      70932
       103        103      76463
       103        103      82229
       103        103      82414
       103        103      94787
       103        103      95905
       104        104      21396
       104        104      40335
       104        104      61992
       104        104      65382
       104        104      73667
       104        104      96718
       105        105       5098
       105        105      26961
       105        105      30417
       105        105      45518
       105        105      49239
       105        105      65554
       105        105      77739
       105        105      78824
       105        105      87815
       106        106        281
       106        106      12438
       106        106      25387
       106        106      26954
       106        106      28229
       106        106      72684
       106        106      95905
       107        107        189
       107        107      11707
       107        107      31867
       107        107      33572
       107        107      35120
       107        107      39359
       107        107      45550
       107        107      48818
       107        107      48888
       107        107      52078
       107        107      61488
       107        107      77395
       107        107      95677
       108        108      15755
       108        108      43938
       108        108      47622
       108        108      60123
       108        108      63457
       108        108      73518
       109        109        192
       109        109       2595
       109        109       3148
       109        109       4553
       109        109      13568
       109        109      21557
       109        109      22058
       109        109      24930
       109        109      26875
       109        109      27332
       109        109      27604
       109        109      34032
       109        109      51412
       109        109      68153
       109        109      68651
       109        109      72776
       109        109      74813
       109        109      76566
       110        110       1518
       110        110       4273
       110        110      18042
       110        110      51405
       110        110      56158
       110        110      57557
       110        110      60123
       110        110      63457
       110        110      66791
       110        110      73518
       110        110      76608
       110        110      77741
       110        110      90112
       110        110      90703
       110        110      95697
       111        111       7190
       111        111      24746
       111        111      33184
       111        111      40335
       111        111      51657
       111        111      70974
       111        111      73667
       111        111      76764
       111        111      80245
       111        111      88631
       111        111      92490
       112        112       6492
       112        112      43143
       112        112      43420
       112        112      73442
       112        112      79079
       112        112      96347
       113        113       8096
       113        113       9450
       113        113       9839
       113        113      16893
       113        113      23473
       113        113      30424
       113        113      34560
       113        113      39341
       113        113      72695
       114        114       7964
       114        114      20267
       114        114      32107
       114        114      46032
       114        114      70932
       114        114      75605
       114        114      76463
       114        114      82229
       115        115      18409
       115        115      24238
       115        115      60123
       115        115      63457
       115        115      73518
       115        115      74096
       115        115      75620
       116        116       3040
       116        116      10413
       116        116      15755
       116        116      17608
       116        116      31717
       116        116      40335
       116        116      43051
       116        116      60042
       116        116      62583
       116        116      73667
       116        116      78656
       116        116      83249
       116        116      86958
       116        116      91288
       116        116      96718
       117        117       2849
       117        117      14099
       117        117      22816
       117        117      32514
       117        117      38483
       117        117      40335
       117        117      44316
       117        117      44667
       117        117      52378
       117        117      62927
       117        117      71952
       117        117      73667
       117        117      96718
       118        118      12305
       118        118      53488
       118        118      66646
       118        118      69577
       118        118      82052
       118        118      83551
       118        118      96958
       119        119       4387
       119        119       8096
       119        119      34560
       119        119      37563
       119        119      40265
       119        119      57515
       119        119      70928
       119        119      72695
       119        119      74524
       119        119      77561
       119        119      77954
       119        119      85532
       119        119      85889
       119        119      94183
       119        119      98717
       120        120      17441
       120        120      35868
       120        120      40335
       120        120      53494
       120        120      59820
       120        120      67822
       120        120      73667
       120        120      92121
       120        120      96718
       121        121       2345
       121        121       8459
       121        121      12438
       121        121      21934
       121        121      36474
       121        121      40932
       121        121      45837
       121        121      57515
       121        121      62393
       121        121      66582
       121        121      94284
       122        122       4110
       122        122       9450
       122        122      30032
       122        122      30424
       122        122      39341
       122        122      47977
       122        122      63736
       122        122      64268
       122        122      65606
       122        122      72468
       122        122      94857
       123        123       5098
       123        123      14148
       123        123      30417
       123        123      39359
       123        123      44776
       123        123      49799
       123        123      54782
       123        123      77395
       123        123      78824
       123        123      91652
       123        123      96328
       123        123      99106
       124        124        673
       124        124      10657
       124        124      33056
       124        124      36606
       124        124      42246
       124        124      56984
       124        124      77766
       124        124      88118
       124        124      89891
       125        125       9260
       125        125      10413
       125        125      15755
       125        125      20938
       125        125      31717
       125        125      33056
       125        125      36606
       125        125      38213
       125        125      42246
       125        125      56984
       125        125      60042
       125        125      62583
       125        125      67518
       125        125      68454
       125        125      78656
       125        125      83249
       125        125      86958
       125        125      89891
       126        126       7190
       126        126      12305
       126        126      24746
       126        126      51657
       126        126      72374
       126        126      88631
       126        126      92490
       126        126      95398
       127        127      23473
       127        127      25204
       127        127      29975
       127        127      33820
       127        127      45937
       127        127      65810
       127        127      67131
       127        127      76922
       127        127      87208
       127        127      88118
